,0,1
137,pos_entry_md_cd-countDistinct,0.00439251493663
138,pos_entry_md_cd-most_frequent_item,0.00368971284479
139,pos_entry_md_cd-most_frequent_cnt,0.00465606618673
140,auth_id_resp_cd-countDistinct,0.0143195996061
141,auth_id_resp_cd-most_frequent_item,0.00131775450427
142,auth_id_resp_cd-most_frequent_cnt,0.00764297647402
143,is_risk_cdhd_conv_rt-sum,0.0
144,is_risk_iss_ins_cd-sum,0.00166915578302
145,trans_curr_cd-countDistinct,0.000439251511125
146,trans_curr_cd-most_frequent_item,0.0
147,trans_curr_cd-most_frequent_cnt,0.000351401220541
148,stageInMonth-countDistinct,0.000790652702563
149,stageInMonth-most_frequent_item,0.00377756310627
150,stageInMonth-most_frequent_cnt,0.00535886827856
151,tras_at_max_mean_ratio,0.0227532293648
152,apply_max_delta,0.0151981022209
153,apply_mean_delta,0.0228410791606
154,min_apply_delta,0.013880347833
155,aera_code_encode,0.014846701175
156,is_risk_aera_code,0.007028024178
157,prov,0.000439251511125
158,city,0.0240709837526
159,county,0.0224896781147
