certid,apply_dateNo,aera_code,sex_female,sex_male,age,is_risk_cdhd_curr_cd-sum,is_risk_orig_trans_st-sum,month-countDistinct,month-most_frequent_item,month-most_frequent_cnt,trans_id_cd-countDistinct,trans_id_cd-most_frequent_item,trans_id_cd-most_frequent_cnt,is_risk_trans_curr_cd-sum,resp_cd-countDistinct,resp_cd-most_frequent_item,resp_cd-most_frequent_cnt,is_risk_term_cd-sum,is_risk_card_media_cd-sum,is_risk_card_attr_cd-sum,mchnt_cd-countDistinct,mchnt_cd-most_frequent_item,mchnt_cd-most_frequent_cnt,rcv_settle_at-min,rcv_settle_at-max,rcv_settle_at-mean,rcv_settle_at-sum,rcv_settle_at-median,rcv_settle_at-std,rcv_settle_at-var,rcv_settle_at-peak_to_peak,fwd_settle_conv_rt-countDistinct,fwd_settle_conv_rt-most_frequent_item,fwd_settle_conv_rt-most_frequent_cnt,is_risk_pos_cond_cd-sum,pos_cond_cd-countDistinct,pos_cond_cd-most_frequent_item,pos_cond_cd-most_frequent_cnt,is_risk_rcv_settle_conv_rt-sum,Trans_at-count,Trans_at-min,Trans_at-max,Trans_at-mean,Trans_at-sum,Trans_at-median,Trans_at-std,Trans_at-var,Trans_at-peak_to_peak,is_risk_resp_cd-sum,trans_chnl-countDistinct,trans_chnl-most_frequent_item,trans_chnl-most_frequent_cnt,rcv_settle_conv_rt-countDistinct,rcv_settle_conv_rt-most_frequent_item,rcv_settle_conv_rt-most_frequent_cnt,is_risk_mcc_cd-sum,mcc_cd-countDistinct,mcc_cd-most_frequent_item,mcc_cd-most_frequent_cnt,is_risk_rcv_settle_curr_cd-sum,card_no-countDistinct,card_attr_cd-countDistinct,card_attr_cd-most_frequent_item,card_attr_cd-most_frequent_cnt,rcv_settle_curr_cd-countDistinct,rcv_settle_curr_cd-most_frequent_item,rcv_settle_curr_cd-most_frequent_cnt,fwd_settle_cruu_cd-countDistinct,fwd_settle_cruu_cd-most_frequent_item,fwd_settle_cruu_cd-most_frequent_cnt,cdhd_curr_cd-countDistinct,cdhd_curr_cd-most_frequent_item,cdhd_curr_cd-most_frequent_cnt,term_cd-countDistinct,term_cd-most_frequent_item,term_cd-most_frequent_cnt,is_risk_pos_entry_md_cd-sum,fund_shortage-sum,is_risk_trans_id_cd-sum,is_risk_fwd_settle_conv_rt-sum,date-countDistinct,date-most_frequent_item,date-most_frequent_cnt,fwd_settle_at-min,fwd_settle_at-max,fwd_settle_at-mean,fwd_settle_at-sum,fwd_settle_at-median,fwd_settle_at-std,fwd_settle_at-var,fwd_settle_at-peak_to_peak,orig_trans_st-countDistinct,orig_trans_st-most_frequent_item,orig_trans_st-most_frequent_cnt,card_media_cd-countDistinct,card_media_cd-most_frequent_item,card_media_cd-most_frequent_cnt,cdhd_conv_rt-countDistinct,cdhd_conv_rt-most_frequent_item,cdhd_conv_rt-most_frequent_cnt,is_risk_trans_st-sum,card_accprt_nm_loc-countDistinct,card_accprt_nm_loc-most_frequent_item,card_accprt_nm_loc-most_frequent_cnt,is_risk_card_accprt_nm_loc-sum,hour-countDistinct,hour-most_frequent_item,hour-most_frequent_cnt,dateNo-min,dateNo-max,dateNo-mean,dateNo-sum,dateNo-median,dateNo-std,dateNo-var,dateNo-peak_to_peak,trans_st-countDistinct,trans_st-most_frequent_item,trans_st-most_frequent_cnt,is_risk_fwd_settle_cruu_cd-sum,is_risk_auth_id_resp_cd-sum,is_risk_mchnt_cd-sum,iss_ins_cd-countDistinct,iss_ins_cd-most_frequent_item,iss_ins_cd-most_frequent_cnt,is_risk_trans_chnl-sum,cdhd_at-min,cdhd_at-max,cdhd_at-mean,cdhd_at-sum,cdhd_at-median,cdhd_at-std,cdhd_at-var,cdhd_at-peak_to_peak,weekday-countDistinct,weekday-most_frequent_item,weekday-most_frequent_cnt,pos_entry_md_cd-countDistinct,pos_entry_md_cd-most_frequent_item,pos_entry_md_cd-most_frequent_cnt,auth_id_resp_cd-countDistinct,auth_id_resp_cd-most_frequent_item,auth_id_resp_cd-most_frequent_cnt,is_risk_cdhd_conv_rt-sum,is_risk_iss_ins_cd-sum,trans_curr_cd-countDistinct,trans_curr_cd-most_frequent_item,trans_curr_cd-most_frequent_cnt,stageInMonth-countDistinct,stageInMonth-most_frequent_item,stageInMonth-most_frequent_cnt,tras_at_max_mean_ratio,apply_max_delta,apply_mean_delta,min_apply_delta,label,aera_code_encode,is_risk_aera_code,prov,city,county
910627efe5cc47dbbf6e42c7ef21ece98ce34d7d6044afca966a71b3499f304a,405,360122,0,1,22,0.0,0.0,6.0,10.0,16.0,6.0,25.0,26.0,0.0,4.0,105.0,47.0,0.0,0.0,0.0,26.0,40388.0,7.0,1.0,5840000.0,488851.890909,26886854.0,290000.0,895987.306227,8.02793252919e+11,5839999.0,1.0,39.0,55.0,0.0,4.0,217.0,26.0,0.0,55.0,1.0,5840000.0,488851.890909,26886854.0,290000.0,895987.306227,8.02793252919e+11,5839999.0,0.0,5.0,2.0,26.0,1.0,40.0,55.0,0.0,16.0,158.0,26.0,0.0,5.0,2.0,90.0,39.0,1.0,67.0,55.0,1.0,220.0,55.0,1.0,0.0,55.0,28.0,54205.0,9.0,0.0,0.0,0.0,0.0,17.0,6.0,7.0,1.0,5840000.0,488851.890909,26886854.0,290000.0,895987.306227,8.02793252919e+11,5839999.0,1.0,4.0,55.0,2.0,38.0,39.0,1.0,8.0,55.0,0.0,25.0,18310.0,7.0,0.0,20.0,22.0,7.0,246.0,404.0,358.909090909,19740.0,368.0,36.7953664189,1353.8989899,158.0,1.0,3.0,55.0,0.0,0.0,0.0,5.0,786.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,12.0,3.0,109.0,37.0,16.0,51.0,37.0,0.0,0.0,1.0,8.0,55.0,3.0,0.0,23.0,11.9463586182,-1.0,-46.090909091,159.0,0.0,1473,0,36,01,22
