805b1334f43ab0187afed75f1fca918e,3.0,5.0,8.17054547E8,100000.0,1000.0,0,0,22,1,1,1,1,0,4,0344,5800,2,1,01,01,14,14,01,01,14,00,00,00,00,10000,1,S22,S220000000,07,4,S22,156,0,0200,0200,000000,000000,5735,012,00,00,07,0000,0000070000,0,0,0,01,2,61000000,61000000,156,156,2833,0124,0001,0344,0102,5800,0102,0000,2833,0124,0001,0344,0102,5800,1.0
792c67d7560c49e4feb5f2c0f04107a6,4.0,7.0,8.04071018E8,59880.0,1200.0,0,0,6E,1,1,1,1,0,4,0344,0000,2,1,01,03,14,14,01,01,14,00,00,00,00,10000,1,S24,S240000000,01,1,S24,704,0,0200,0200,010000,010000,6011,021,02,02,01,0000,0200010000,0,0,0,01,3,70002994,70002994,156,156,2654,0704,0001,0344,0104,0000,0104,0000,2654,0704,0001,0344,0104,0000,1.0
8ce6c4ef31dd0e1a8b2ec0db9c15a16c,2.0,5.0,8.16052827E8,59840.0,1200.0,0,0,37,1,1,1,1,0,4,0344,4500,2,1,01,01,14,14,01,01,14,00,00,00,00,10000,1,S24,S240000000,01,1,S24,704,0,0200,0200,012000,012000,6011,021,02,02,01,0000,0200010000,0,0,0,01,3,70002992,70002992,156,156,2654,0704,0001,0344,0438,4530,0438,4530,2654,0704,0001,0344,0438,4530,1.0
805b1334f43ab0187afed75f1fca918e,2.0,10.0,8.16105954E8,100000.0,1000.0,0,0,08,1,1,1,1,0,4,0344,5800,2,1,01,01,14,14,01,01,14,00,00,00,00,10000,1,S22,S220000000,07,4,S22,156,0,0200,0200,000000,000000,5735,012,00,00,07,0000,0000070000,0,0,0,01,2,61000000,61000000,156,156,2833,0124,0001,0344,0102,5800,0102,0000,2833,0124,0001,0344,0102,5800,1.0
2d68873b50d3c85fc392fb14286b78eb,5.0,23.0,8.26234911E8,500000.0,360.0,0,0,0B,1,1,1,0,0,2,0000,0000,0,1,03,02,01,01,01,01,01,00,00,00,00,10000,1,S24,S240000000,01,1,S24,156,0,0200,0200,010000,010000,6011,021,02,02,01,0000,0200010000,0,0,0,01,3,61000000,61000000,156,156,0105,3050,0105,0001,0301,0000,0301,0000,0105,3050,0105,0001,0301,0000,1.0
ad52e84898cc869a4592f15570dde1e0,4.0,14.0,8.25145542E8,433600.0,0.0,0,0,9F,0,0,1,0,0,2,0000,0000,0,1,01,02,01,01,01,01,01,61,61,61,61,10000,0,S22,S220000000,03,1,S22,156,0,0200,0200,000000,000000,5411,021,00,00,03,0000,0000030000,0,0,0,01,2,61000000,61000000,156,156,4843,3612,4843,0000,0310,0000,6310,0000,4843,3612,4843,0000,0310,0000,1.0
95afed29ef78e63e022e7c3440a947d1,1.0,19.0,8.29194658E8,2900000.0,2250.0,0,0,08,1,1,2,0,0,2,0000,0000,2,1,01,02,01,01,01,01,01,00,00,00,00,10000,1,S22,S220000000,03,3,S10,156,0,0200,0100,000000,000000,5039,071,00,00,03,0000,0600030000,0,0,0,01,2,61000000,61000000,156,156,4849,5580,4849,0000,0104,0000,0104,0000,4849,5580,4849,0000,0104,0000,1.0
6c9a4ef554ac8ee493811cef79b2addb,2.0,15.0,8.09151335E8,2000000.0,2320.0,0,0,40,1,1,2,0,0,2,1100,0000,0,1,01,02,01,01,01,01,01,00,00,00,00,10000,1,S22,S220000000,03,1,S10,156,1,0200,0100,000000,000000,5065,021,00,00,03,0000,0600030000,0,1,0,01,2,61000000,61000000,156,156,4827,1100,0009,1100,0104,0000,0104,0000,4827,4520,4827,1100,0104,0000,1.0
48e45294afcb235bc30ebe82d88932f9,2.0,2.0,8.30021755E8,10000.0,0.0,0,0,5A,0,0,1,1,0,5,2900,0344,2,1,02,02,01,01,14,14,01,01,01,01,01,10000,0,S56,S560000000,07,4,S56,156,1,0200,0200,000000,000000,4900,012,00,00,07,0000,0000070009,0,1,0,01,2,61000000,61000000,156,156,4819,2900,0004,9993,0001,0344,2859,0410,4819,2900,4819,2900,0001,0344,1.0
f1c68a4b0832a5f11bd49d9c35a96e39,3.0,18.0,8.31182343E8,100000.0,1000.0,0,0,11,1,1,1,1,0,4,0344,3310,2,1,01,01,14,14,01,01,14,00,00,00,00,10000,1,S22,S220000000,07,4,S22,156,0,0200,0200,000000,000000,5735,012,00,00,07,0000,0000070010,0,0,0,01,2,61000000,61000000,156,156,2833,0124,0001,0344,0103,3310,0103,0000,2833,0124,0001,0344,0103,3310,1.0
15a5ec8d1e0d733bf6c3f5ad4853aa91,7.0,11.0,8.14112223E8,500000.0,3150.0,0,0,A2,1,1,1,0,0,2,0000,0000,0,1,03,02,01,01,01,01,01,00,00,00,00,10000,1,S22,S220000000,03,3,S22,156,0,0200,0200,000000,000000,5251,071,00,00,03,0000,0600030400,0,0,0,01,2,61000000,61000000,156,156,4838,5810,4838,0000,0301,0000,0301,0000,4838,5810,4838,0000,0301,0000,1.0
