213d9ad2a16c06258e71bc93139ee242	0135fa2d321f42cbb65d5e5f6e5a0d25	100	95
75e4b855a8b793b7295f2a6d1c7ac9fd	0135fa2d321f42cbb65d5e5f6e5a0d25	10000	145
586f5a20b4a17f7b21b76396c30d329c	04c2bec8b7836db6c0b4cefd20aabdee	700	155
d7759a71b8ba7b10721558a467a53bb5	04c2bec8b7836db6c0b4cefd20aabdee	500	141
5a94bc9e25a6cbc95dad68fd97052d2d	09bbdb40d9399ee0cf56ffa45949df4c	500	100
75e4b855a8b793b7295f2a6d1c7ac9fd	09bbdb40d9399ee0cf56ffa45949df4c	50000	150
586f5a20b4a17f7b21b76396c30d329c	1210c4314a57f7378482caf44686da23	200	152
5a94bc9e25a6cbc95dad68fd97052d2d	14a18b5e92a6e5ac33a1adeecf842b93	500	95
75e4b855a8b793b7295f2a6d1c7ac9fd	14a18b5e92a6e5ac33a1adeecf842b93	50500	115
2d3a088e1891a7e45b30bdcebdceabbb	17002cca434f45b8734be7ec9052851e	500	114
450a3a1ffce4158670bc35f9050264ea	17002cca434f45b8734be7ec9052851e	2000	191
a493b849c9d0f063b0f885e87900768c	17945d8adb8f53b23b3f2bfbe4740e4f	500	101
75e4b855a8b793b7295f2a6d1c7ac9fd	19fd067bb00914028c88674d57de2224	46000	125
5a94bc9e25a6cbc95dad68fd97052d2d	1c4e5b993282b4a9e08cbf38f49920fe	500	101
75e4b855a8b793b7295f2a6d1c7ac9fd	1c4e5b993282b4a9e08cbf38f49920fe	38400	145.3333333
75e4b855a8b793b7295f2a6d1c7ac9fd	1dadb41ce5747023f19dd3488955c5a6	32000	144.2
75e4b855a8b793b7295f2a6d1c7ac9fd	1dd026b547e50002d5cc44de26aaca40	500	84
9452052d5a338c811050e4a8663258b8	1dd026b547e50002d5cc44de26aaca40	500	84
d57294a06c230679d3352f48321b7ff0	1dd026b547e50002d5cc44de26aaca40	100	95
17002cca434f45b8734be7ec9052851e	202731250dae6e9809e9736a87c25cb9	10000	101
0135fa2d321f42cbb65d5e5f6e5a0d25	213d9ad2a16c06258e71bc93139ee242	100	95
75e4b855a8b793b7295f2a6d1c7ac9fd	213d9ad2a16c06258e71bc93139ee242	20000	145
75e4b855a8b793b7295f2a6d1c7ac9fd	22e1650eb49ae013ca70be47c3c66914	41000	125
75e4b855a8b793b7295f2a6d1c7ac9fd	2353fa8f746416aeff9bc23f0111f32d	46000	125
6c5c43700cc0eb8f8ced0e9865ed5f81	23b11bae7494fa0e5c4a35f215d0856b	990000	152
75e4b855a8b793b7295f2a6d1c7ac9fd	29c66d179e91887ee7cbc8eb2ef676b0	41100	146.5
5fd2fb6b22a0783223274e5c6fe3d426	308b6b2abb0532648e6431ab907269bc	1000	142
75e4b855a8b793b7295f2a6d1c7ac9fd	31ca34ee1935b70cc54cc40411354dab	44000	110.2
17002cca434f45b8734be7ec9052851e	3368f31b7a30650f1db6b6a57f64e78c	500	114
75e4b855a8b793b7295f2a6d1c7ac9fd	35f191143583484798553db4ec4dd31b	32100	143
75e4b855a8b793b7295f2a6d1c7ac9fd	38d7cca58973f4fd0af0d6b8df417109	42200	140.8
5a94bc9e25a6cbc95dad68fd97052d2d	3cd83a32c63814bd18167d94ce4c8aa4	500	101
75e4b855a8b793b7295f2a6d1c7ac9fd	3cd83a32c63814bd18167d94ce4c8aa4	38000	137
75e4b855a8b793b7295f2a6d1c7ac9fd	3d0d4156a10300e942915afcb08f943e	46300	146.5
1b5935a439f08b75269fe1e5e28db888	3d13b52c4dc8fa8c6d93a201d93deca5	1100	142
75e4b855a8b793b7295f2a6d1c7ac9fd	3d13b52c4dc8fa8c6d93a201d93deca5	29100	129.8
586f5a20b4a17f7b21b76396c30d329c	3dc477c454798e7a8f6548925f77e806	200	152
75e4b855a8b793b7295f2a6d1c7ac9fd	404da2d2e783e17dab6c8f0d89aaf80d	28300	152
75e4b855a8b793b7295f2a6d1c7ac9fd	4271ff39e2a7101fe4c26b368a1d84c0	36100	144
69a747a85aed6e74aa2c73383b0e0028	432f8e47a4474ba464ea8ce657e92f55	300	135
75e4b855a8b793b7295f2a6d1c7ac9fd	48357f8253b305036122f866c3e20a27	20000	145
a9744930dfa1266faff349909b5844b1	48357f8253b305036122f866c3e20a27	100	95
e862b6f96737c8a2a68ae907b15c397f	48357f8253b305036122f866c3e20a27	100	95
75e4b855a8b793b7295f2a6d1c7ac9fd	495659d6e69fd302847d49b1a8c8a22b	40500	126
b879bb4052c899856c547fb82a206b0a	4a5bbf6c0ccce26f6e68a095098910e7	3700	153
75e4b855a8b793b7295f2a6d1c7ac9fd	4dbb54852bc516a825630452e7b986ba	48500	125.5
75e4b855a8b793b7295f2a6d1c7ac9fd	4f7138ce0c5bd2efc267fbb04a238044	51000	125
75e4b855a8b793b7295f2a6d1c7ac9fd	525a22f5394f4f983d6e3a11d6a365d5	48500	126
75e4b855a8b793b7295f2a6d1c7ac9fd	5646e06780e97f5376f85dd947af2656	53600	150.25
04c2bec8b7836db6c0b4cefd20aabdee	586f5a20b4a17f7b21b76396c30d329c	1000	153
b6fb05a1404378fdbd9ad61a0e4d4d4f	586f5a20b4a17f7b21b76396c30d329c	500	152
d7759a71b8ba7b10721558a467a53bb5	586f5a20b4a17f7b21b76396c30d329c	500	141
586f5a20b4a17f7b21b76396c30d329c	5c1b20ff5bb24adc3e43edb8a7eff8b9	200	152
6496f9760f0cef795f8d2d47d0635512	62462cdc7bd4093848cc48dd45dad0a5	800	184
75e4b855a8b793b7295f2a6d1c7ac9fd	635f3f481faa7f491b03bd145e0d1e2e	39200	146.5
b3cd6865c0ff9f626f77c85cf97d2d19	642d8a974b8c37f0121caeaf31c86091	300	154
75e4b855a8b793b7295f2a6d1c7ac9fd	66043e4458646b7b3041f6f034994c23	41100	144
75e4b855a8b793b7295f2a6d1c7ac9fd	68bf14b4342cfe9346852bdc2346ccb1	1400	142
88de7065be623a093d21b6f0a4c1d0f7	69a747a85aed6e74aa2c73383b0e0028	300	135
d7632a7a60171ac4079133e5c88f4d4e	69a747a85aed6e74aa2c73383b0e0028	500	123
75e4b855a8b793b7295f2a6d1c7ac9fd	6b949cc794ee41271e2f93795b75f852	41200	146.5
308b6b2abb0532648e6431ab907269bc	6c5c43700cc0eb8f8ced0e9865ed5f81	1000	151
75e4b855a8b793b7295f2a6d1c7ac9fd	6cdce0902b09fdb33bdc3f99a6319609	33100	129.8
c20b99f5684483a13d9003a4acb267e0	6cdce0902b09fdb33bdc3f99a6319609	1200	142
75e4b855a8b793b7295f2a6d1c7ac9fd	6cf07546f9278b5fd00caa0319507f20	42100	140.8
5a94bc9e25a6cbc95dad68fd97052d2d	6ec954ba050058d9ea0beb26cda04536	500	100
75e4b855a8b793b7295f2a6d1c7ac9fd	6ec954ba050058d9ea0beb26cda04536	50000	145
75e4b855a8b793b7295f2a6d1c7ac9fd	6ef42a766da011927354c130572082a0	45500	126
5a94bc9e25a6cbc95dad68fd97052d2d	71049400aaaa01e79883dfa5fe3fe413	500	95
75e4b855a8b793b7295f2a6d1c7ac9fd	71049400aaaa01e79883dfa5fe3fe413	50500	115
75e4b855a8b793b7295f2a6d1c7ac9fd	7179f2007f1a5464ae5c325e0ee06416	51000	125
75e4b855a8b793b7295f2a6d1c7ac9fd	7394f486b4e71c3ce0576caa5ab5a90f	51000	125.5
2670fd7b035b5f284b4b555c3849e00f	75e4b855a8b793b7295f2a6d1c7ac9fd	200000	182
ede51d563c32851d4a3fe2f171ff14d2	75e4b855a8b793b7295f2a6d1c7ac9fd	635000	144
75e4b855a8b793b7295f2a6d1c7ac9fd	77a49444302091accf95f8495718a987	2900	122.25
