889bcdfb12247b2cb01de8d61363a5fe	77a49444302091accf95f8495718a987	1100	142
245952f53b6fbd1f4cee78609e710ccf	7e9eb3f360bd8546afc4095f4a42267e	500	142
626d03124929736701a320fe82dc5d60	7e9eb3f360bd8546afc4095f4a42267e	500	151
5a94bc9e25a6cbc95dad68fd97052d2d	8043eb5be0057cf1e09057c24b91dda3	500	100
75e4b855a8b793b7295f2a6d1c7ac9fd	8043eb5be0057cf1e09057c24b91dda3	55000	145
75e4b855a8b793b7295f2a6d1c7ac9fd	842983a5b63ac5928e36a6abbcd3c269	63400	128.2
c7b2093849750aa6afb33ee5e3773cc9	842983a5b63ac5928e36a6abbcd3c269	1100	142
586f5a20b4a17f7b21b76396c30d329c	88c537c627831d661389f2b311484a69	200	152
75e4b855a8b793b7295f2a6d1c7ac9fd	88d027db96550e78fc4f8edf444e7f40	46000	125
69a747a85aed6e74aa2c73383b0e0028	88de7065be623a093d21b6f0a4c1d0f7	300	135
994297a794bec5aade9fbb57aa622964	88de7065be623a093d21b6f0a4c1d0f7	500	123
75e4b855a8b793b7295f2a6d1c7ac9fd	91bc21b0af1a6633bbbe513520380cdd	41000	147
75e4b855a8b793b7295f2a6d1c7ac9fd	958becc4851393170284e693c4cdfe20	21000	125
75e4b855a8b793b7295f2a6d1c7ac9fd	9633c9bd73b58dddf637ad5b23097f58	40500	125
7e9eb3f360bd8546afc4095f4a42267e	97283efd952f80b7a4d44a9593c8bc81	2000	151
69a747a85aed6e74aa2c73383b0e0028	994297a794bec5aade9fbb57aa622964	200	123
75e4b855a8b793b7295f2a6d1c7ac9fd	9aca2e240506a23bc4f82998dbf33717	28300	152
5a94bc9e25a6cbc95dad68fd97052d2d	9c0d73ce66aeac4cafb35f9cdf865974	500	95
75e4b855a8b793b7295f2a6d1c7ac9fd	9c0d73ce66aeac4cafb35f9cdf865974	50500	115
75e4b855a8b793b7295f2a6d1c7ac9fd	9ce201e5f7021d7bda78fd909996b655	46000	147
75e4b855a8b793b7295f2a6d1c7ac9fd	9f01c6f07efa2c5d3f75bf63a59dbeeb	53000	126
5a94bc9e25a6cbc95dad68fd97052d2d	a3f9466734601d8716a419174c803107	1000	100
75e4b855a8b793b7295f2a6d1c7ac9fd	a3f9466734601d8716a419174c803107	50000	150
17945d8adb8f53b23b3f2bfbe4740e4f	a493b849c9d0f063b0f885e87900768c	500	101
75e4b855a8b793b7295f2a6d1c7ac9fd	a5108fb1e402d7578720e301c27c4574	46000	126
75e4b855a8b793b7295f2a6d1c7ac9fd	a69f9c94e40bcd41de4754f8c0f5a843	28300	152
75e4b855a8b793b7295f2a6d1c7ac9fd	a6cc25c5059ff8dbf2eaff3fdfa00986	31500	117.6666667
0135fa2d321f42cbb65d5e5f6e5a0d25	a9744930dfa1266faff349909b5844b1	100	95
6bc8b61af09a56e55484b30ab3c2e6de	ab4d1b39e342cd635807e1f0228b658f	600	154
75e4b855a8b793b7295f2a6d1c7ac9fd	ad18be0649319d92a7ce4aad8ded6c94	41000	126
75e4b855a8b793b7295f2a6d1c7ac9fd	b631e20e25f0cb089eb643837299594b	31300	137
04c2bec8b7836db6c0b4cefd20aabdee	b6fb05a1404378fdbd9ad61a0e4d4d4f	1000	153.5
4a5bbf6c0ccce26f6e68a095098910e7	b879bb4052c899856c547fb82a206b0a	1100	153
75e4b855a8b793b7295f2a6d1c7ac9fd	b8e9341a2142e67a17061ccf2feae771	49000	126
75e4b855a8b793b7295f2a6d1c7ac9fd	be45cafe6f2a6e95554707ec675c346b	38000	148
75e4b855a8b793b7295f2a6d1c7ac9fd	c04f2d9e3ccf72035536c0449894534f	39000	148
75e4b855a8b793b7295f2a6d1c7ac9fd	c178b40f22b8c1ec32029bd755e912e9	42000	132.5
75e4b855a8b793b7295f2a6d1c7ac9fd	c2c49e7577e23b536754031cb1e3e782	29200	141.8
75e4b855a8b793b7295f2a6d1c7ac9fd	c7cd69fb458a1b467b533709e7e4479d	41900	134.5
75e4b855a8b793b7295f2a6d1c7ac9fd	ca97ad349b812c0157eb4001dccf8aa9	16000	90
5a94bc9e25a6cbc95dad68fd97052d2d	cdfa4b74d5255cf9e1ff93ba45c2ea7c	500	95
75e4b855a8b793b7295f2a6d1c7ac9fd	cdfa4b74d5255cf9e1ff93ba45c2ea7c	50500	115
5a94bc9e25a6cbc95dad68fd97052d2d	d002d0af5e3d76a0bb66350a7f0f52ae	500	95
75e4b855a8b793b7295f2a6d1c7ac9fd	d002d0af5e3d76a0bb66350a7f0f52ae	50500	115
586f5a20b4a17f7b21b76396c30d329c	d0dd23a114a1cd8dcf29dd3c9974b1a1	200	152
75e4b855a8b793b7295f2a6d1c7ac9fd	d4e94f3aab5f51dbd236117825b225ea	41900	134.5
586f5a20b4a17f7b21b76396c30d329c	d7759a71b8ba7b10721558a467a53bb5	500	141
6bc8b61af09a56e55484b30ab3c2e6de	d8372278215b14ef3e557bee3e85f460	600	154
75e4b855a8b793b7295f2a6d1c7ac9fd	da87470af3b675ca5968736ef0aa9aa0	39000	148
75e4b855a8b793b7295f2a6d1c7ac9fd	e14b039c2352734ebca1b2b1250f06eb	41000	125
75e4b855a8b793b7295f2a6d1c7ac9fd	e4271157996742ee32b1bcf6da5de1f1	32000	143
75e4b855a8b793b7295f2a6d1c7ac9fd	e474853b6519d86d41e64cf95187126d	29900	137.25
5a94bc9e25a6cbc95dad68fd97052d2d	e4aa4d43f47175b5bf3346163cac500a	500	95
75e4b855a8b793b7295f2a6d1c7ac9fd	e4aa4d43f47175b5bf3346163cac500a	50500	115
75e4b855a8b793b7295f2a6d1c7ac9fd	e66ce38aec0474b9f86cfaaa07d44c6d	32100	140.8
75e4b855a8b793b7295f2a6d1c7ac9fd	e67da53e64ee10168a14d5b1bf44cdda	1400	142
75e4b855a8b793b7295f2a6d1c7ac9fd	e76d688591f2056f3b2fbba2640c70e1	51000	117.6666667
48357f8253b305036122f866c3e20a27	e862b6f96737c8a2a68ae907b15c397f	100	95
75e4b855a8b793b7295f2a6d1c7ac9fd	ea76fb31949edff094341ec6f5a7a55c	1600	142
6496f9760f0cef795f8d2d47d0635512	eae05d5a594f973cf386870d6d11ecc3	1800	184
75e4b855a8b793b7295f2a6d1c7ac9fd	f26b4fac6453cb769d848b1b4ad49d81	61900	134.25
75e4b855a8b793b7295f2a6d1c7ac9fd	f3494e017722f94148597437c40021ce	50500	125.5
75e4b855a8b793b7295f2a6d1c7ac9fd	f4e5e0f0ba9f6a8e0c7d336eaf0b134e	28300	152
75e4b855a8b793b7295f2a6d1c7ac9fd	f9f1d57d6032fd58ccf06c800ee5036a	42000	134.5
75e4b855a8b793b7295f2a6d1c7ac9fd	fc8e900a141abe9c721774da4a8f0bdf	1400	142
