trans_tm,sys_tra_no,pdate
20171226170042,211099,20171226
20180109231641,364187,20180109
20180109231701,238386,20180109
20171231090922,835098,20171231
20171228100656,498097,20171228
20180110180730,764397,20180110
20180110151308,941994,20180110
20180110160559,805481,20180110
20180110160613,546096,20180110
20180110160504,404793,20180110
20180111110752,677185,20180111
20180110202224,835182,20180110
20180110202250,839282,20180110
20180110202920,641395,20180110
20180111105714,632787,20180111
20180111105734,761084,20180111
20180111105909,566485,20180111
20180111110108,47688,20180111
20180108154620,359295,20180108
20180108160613,489894,20180108
20180108160657,609582,20180108
20180107104848,225389,20180107
20180107104830,601999,20180107
20180111140038,89492,20180111
20180111140124,811097,20180111
20180111191240,306382,20180111
20180111190909,264383,20180111
20180108212623,554295,20180108
20180107211507,805386,20180107
20180107211424,110698,20180107
20180107211039,74389,20180107
20180111151328,641680,20180111
20180111151317,494989,20180111
20180111151304,834695,20180111
20180111151230,716097,20180111
20180111150922,786595,20180111
20180111150257,363789,20180111
20180111144653,397097,20180111
20180111144445,616584,20180111
20180110222412,415385,20180110
20180110222323,458890,20180110
20180112100702,216191,20180112
20180112100633,610398,20180112
20180112094743,532880,20180112
20180112094729,806597,20180112
20180108182900,914597,20180108
20180112181927,68487,20180112
20180112181912,677792,20180112
20180112181836,435795,20180112
20180112181811,418491,20180112
20180112181757,47182,20180112
20180112181735,763781,20180112
20180112182847,707590,20180112
20180112182831,280193,20180112
20180112182815,887981,20180112
20180112182800,519297,20180112
20180112182744,177483,20180112
20180112182726,877188,20180112
20180113025036,156285,20180113
20180113025022,537984,20180113
20180113024906,376597,20180113
20180112194351,482697,20180112
20180113144027,108792,20180113
20180113141428,450897,20180113
20180113141346,253099,20180113
20180113141220,468385,20180113
20180113180959,517794,20180113
20180113180940,294289,20180113
20180113180838,499894,20180113
20180113180825,111484,20180113
20180113180758,828980,20180113
20180111194608,718984,20180111
20180111194547,779192,20180111
20180111194515,243089,20180111
20180111194445,166893,20180111
20180114041437,230987,20180114
20171224165359,768889,20171224
20171224165345,620093,20171224
20180113230727,757393,20180113
20180113230714,831882,20180113
20180113230703,539081,20180113
20180113230625,38084,20180113
20180110183112,877196,20180110
20180110183048,222491,20180110
20180114155022,576394,20180114
20180114154955,443297,20180114
20180114154845,693381,20180114
20180114163213,942989,20180114
20180114163158,22897,20180114
20180112171830,747688,20180112
20180112171558,402494,20180112
20180112210333,572792,20180112
20180112210220,195081,20180112
20180112210141,250797,20180112
20180112151352,332596,20180112
20180112151333,489589,20180112
20180112220724,1392,20180112
20180112220710,635485,20180112
20180112220626,821683,20180112
20180112220610,481299,20180112
20180112100534,594098,20180112
20180112224439,217388,20180112
20180112224240,899795,20180112
20180113111441,17899,20180113
20180113111425,823190,20180113
20180113162050,757193,20180113
20180113162036,537381,20180113
20180113162024,534581,20180113
20180113162011,52594,20180113
20180113161958,207190,20180113
20180113161932,741793,20180113
20180113161918,984099,20180113
20180113174237,829393,20180113
20180113173947,591387,20180113
20180114185432,10182,20180114
20180114185411,65687,20180114
20171226210153,643699,20171226
20171226210134,190082,20171226
20180114194400,424180,20180114
20180114194342,250085,20180114
20180114145642,192498,20180114
20180114145618,187698,20180114
20180114160935,986190,20180114
20180114160851,172688,20180114
20180113204614,406690,20180113
20180112235904,779181,20180112
20180112235810,25297,20180112
20180112235741,998280,20180112
20180115083917,992883,20180115
20180110222412,415385,20180110
20180110222323,458890,20180110
20180111151328,641680,20180111
20180111151317,494989,20180111
20180111151304,834695,20180111
20180111151230,716097,20180111
20180111150922,786595,20180111
20180114101558,250690,20180114
20180114101534,86195,20180114
20171208131846,377081,20171208
20180116220944,541084,20180116
20180116213705,224880,20180116
20180116213627,229183,20180116
20180116213547,743990,20180116
20180116213526,705498,20180116
20180116213509,178586,20180116
20180115214752,882286,20180115
20180115214710,82092,20180115
20180116115236,671784,20180116
20180116115152,604893,20180116
20180116115138,859394,20180116
20180116115124,215788,20180116
20180116115050,913291,20180116
20180116115031,995990,20180116
20180116115017,421182,20180116
20180116114959,415182,20180116
20180116114945,171881,20180116
20180116114932,64492,20180116
20180116114919,550597,20180116
20180116152521,92594,20180116
20180116125952,370892,20180116
20180116125846,353892,20180116
20180115211501,414989,20180115
20180115211434,868992,20180115
20180116041457,15088,20180116
20180116175044,99594,20180116
20180116175032,346392,20180116
20180116175018,628599,20180116
20180116175006,283990,20180116
20180116174937,614999,20180116
20180116174912,796597,20180116
20180116111945,3989,20180116
20180116111628,495488,20180116
20180116061331,585589,20180116
20180116172444,67588,20180116
20180116172318,649994,20180116
20180117051052,514398,20180117
20180117051029,53284,20180117
20180117123409,492294,20180117
20180117145149,65483,20180117
20180117145131,377599,20180117
20180118105813,867593,20180118
20180118144921,327286,20180118
20180118144906,985397,20180118
20180118144851,508698,20180118
20180117165719,293690,20180117
20180117173851,473789,20180117
20180117173832,465381,20180117
20180117173815,463289,20180117
20180117173756,456789,20180117
20180117173742,741882,20180117
20180117173727,474795,20180117
20180117173714,767896,20180117
20180118191750,25097,20180118
20180118191724,551396,20180118
20180118191701,539398,20180118
20180118191648,127485,20180118
20180118191635,699584,20180118
20180118160016,772390,20180118
20180109192452,951091,20180109
20180109192404,708796,20180109
20180118150432,758896,20180118
20180118014034,881493,20180118
20180118014019,310792,20180118
20180118013931,880493,20180118
20180118174057,288590,20180118
20180118180420,685790,20180118
20180118180404,576292,20180118
20180118180344,337885,20180118
20180118180312,614282,20180118
20180118180248,300581,20180118
20180118180230,319899,20180118
20180118180218,446898,20180118
20171219223148,63785,20171219
20180119123503,626982,20180119
20171224180917,670784,20171224
20180120000425,635483,20180120
20180119203025,273995,20180119
20180119202949,572192,20180119
20180119202928,960884,20180119
20180119202725,358381,20180119
20180119202712,626890,20180119
20180119202650,690288,20180119
20180119202619,777597,20180119
20180119124136,124790,20180119
20180119124109,857887,20180119
20180119124054,8892,20180119
20180119123939,686182,20180119
20180119123850,974992,20180119
20180119123819,658595,20180119
20180119123644,388085,20180119
20180119123601,623495,20180119
20180119123548,233597,20180119
20180119123538,229997,20180119
20180119123520,733591,20180119
20180119123510,606795,20180119
20180119123454,365085,20180119
20180119123443,748180,20180119
20180119123432,597489,20180119
20180119123421,368481,20180119
20180119123410,725996,20180119
20180119123358,736080,20180119
20180112125634,644697,20180112
20180110193429,685889,20180110
20180110193405,954699,20180110
20180110134714,207888,20180110
20180110134553,868797,20180110
20180110134516,886791,20180110
20180120174044,107899,20180120
20180120223617,970390,20180120
20180120223557,829786,20180120
20180118105813,867593,20180118
20180119142914,59687,20180119
20180119142854,651885,20180119
20180118220929,161494,20180118
20180121211258,748095,20180121
20180121211657,229590,20180121
20180121211711,318188,20180121
20180121211727,751198,20180121
20180121211934,798295,20180121
20180121211949,596299,20180121
20180121135153,964697,20180121
20180122093932,776698,20180122
20180122093953,354386,20180122
20180121205331,595895,20180121
20180121205343,838694,20180121
20180121205355,946581,20180121
20180121205418,15697,20180121
20180121205451,580998,20180121
20180122200446,432390,20180122
20180122200805,67795,20180122
20180123192646,630288,20180123
20180123192633,412383,20180123
20180124031422,390597,20180124
20180124031406,981883,20180124
20180124161905,160491,20180124
20180124161846,375783,20180124
20180124161834,47385,20180124
20180124161820,94981,20180124
20180124161808,83389,20180124
20180124161754,159297,20180124
20180124161732,256782,20180124
20180124161716,852799,20180124
20180124161545,693298,20180124
20180124161526,281186,20180124
20180124161512,62581,20180124
20180124161503,276786,20180124
20180124161437,491480,20180124
20180124161426,489880,20180124
20180124161415,339592,20180124
20180124161405,424287,20180124
20180124161353,2485,20180124
20180124161343,419987,20180124
20180124161332,481580,20180124
20180124161321,89791,20180124
20180124100554,35989,20180124
20180124100533,533881,20180124
20180123191648,793198,20180123
20180123191624,217397,20180123
20180123191613,304892,20180123
20180124211311,999288,20180124
20180124211254,831582,20180124
20180124144050,366586,20180124
20180124143119,48181,20180124
20180124124252,947085,20180124
20180115192017,620095,20180115
20180124175223,328183,20180124
20180109125922,542898,20180109
20180109125905,161681,20180109
20180109125852,835996,20180109
20180109125839,984095,20180109
20180109125824,335388,20180109
20180106213335,888391,20180106
20180124225315,564498,20180124
20180124225301,209594,20180124
20180124225231,234786,20180124
20180124100335,709299,20180124
20180124100325,124097,20180124
20180124100258,112597,20180124
20180124100237,488681,20180124
20180123190327,252590,20180123
20180125004026,107692,20180125
20180125002542,95185,20180125
20180120153342,261389,20180120
20180125102421,603292,20180125
20180125102403,306085,20180125
20180125102334,965069,20180125
20180125102318,23381,20180125
20180125102247,965277,20180125
20180125204425,807674,20180125
20180125204417,672979,20180125
20180125170152,69288,20180125
20180125034425,184478,20180125
20180125033247,219081,20180125
20180128113655,646276,20180128
20180128113641,685981,20180128
20180128215810,785084,20180128
20180125231102,161968,20180125
20180125230210,357585,20180125
20180127131738,917770,20180127
20180127131724,811768,20180127
20180128172249,281380,20180128
20180128172142,223689,20180128
20180128175804,822499,20180128
20180128175721,562573,20180128
20180128164253,857688,20180128
20180128164320,948786,20180128
20180128131149,225895,20180128
20180127155031,3080,20180127
20180127113911,75177,20180127
20180127112920,963080,20180127
20180127112839,461097,20180127
20180127064243,686274,20180127
20180127174635,741894,20180127
20180127174549,788075,20180127
20180127113911,75177,20180127
20180127112920,963080,20180127
20180127112839,461097,20180127
20180128113845,736398,20180128
20180128113832,681196,20180128
20180128113817,741773,20180128
20180128113749,736373,20180128
20180126141655,193481,20180126
20180126141644,994384,20180126
20180126141630,920692,20180126
20180126141540,953097,20180126
20180126000501,728093,20180126
20180128135125,752072,20180128
20180128134732,361987,20180128
20180126204508,54598,20180126
20180126204344,779776,20180126
20180126204253,28787,20180126
20180124135517,226689,20180124
20180127144322,644096,20180127
20180127221426,395174,20180127
20180128112854,498095,20180128
20180128112842,626797,20180128
20180128230822,887691,20180128
20180128230407,82490,20180128
20180128230336,929984,20180128
20180128230258,913697,20180128
20180128230235,779277,20180128
20180128230220,866774,20180128
20180128230206,888682,20180128
20180128230150,813570,20180128
20180129030809,256189,20180129
20180128234233,920874,20180128
20180116163448,721693,20180116
20180116163430,819089,20180116
20180116163405,174590,20180116
20180116163346,73691,20180116
20180116163332,705093,20180116
20180116163311,353485,20180116
20180116163250,280981,20180116
20180116163236,535583,20180116
20180116163216,343185,20180116
20180116163158,684193,20180116
20180126140848,72276,20180126
20180126140833,69876,20180126
20180126140804,117777,20180126
20180126140749,962488,20180126
20180126140721,3375,20180126
20180126140709,87380,20180126
20180126140655,153778,20180126
20180125115415,798977,20180125
20180125115402,723575,20180125
20180125115336,843874,20180125
20180125115319,334294,20180125
20180125115300,784969,20180125
20180125115250,224291,20180125
20180130105323,20784,20180130
20180129162704,657085,20180129
20180129162319,585669,20180129
20180128012519,192396,20180128
20180128012505,937699,20180128
20180128012429,835378,20180128
20180128012415,792885,20180128
20180129120430,588379,20180129
20180129120418,626976,20180129
20180129120404,724873,20180129
20180130150021,458073,20180130
20180130145953,749696,20180130
20180130145928,625295,20180130
20180130145901,545288,20180130
20180130145758,429687,20180130
20180130145654,420687,20180130
20180130145528,265183,20180130
20180130145405,336580,20180130
20180130180937,379289,20180130
20180130180826,901398,20180130
20180130180731,760868,20180130
20180130213054,765995,20180130
20180130213035,167376,20180130
20180130212948,779985,20180130
20180130152217,861389,20180130
20180130055951,915070,20180130
20180129194253,822897,20180129
20180130030312,828696,20180130
20180131185637,181180,20180131
20180131142003,173570,20180131
20180131141949,388288,20180131
20180131062841,350998,20180131
20180130192216,373272,20180130
20180131154150,722472,20180131
20180131153936,708780,20180131
20180131093611,741489,20180131
20180131132527,926588,20180131
20180131132511,832087,20180131
20180131132459,723080,20180131
20180131132448,828387,20180131
20180131141642,23175,20180131
20180201130938,403481,20180201
20180131201746,793378,20180131
20180131181554,809775,20180131
20180131164514,210276,20180131
20180131160037,849072,20180131
20180131155238,82087,20180131
20180130193102,61889,20180130
20180130183904,654389,20180130
20180130173827,507671,20180130
20180130150805,442877,20180130
20180130121716,89377,20180130
20180130112829,383998,20180130
20180129235739,478986,20180129
20180129193117,790898,20180129
20180129161434,621597,20180129
20180129160944,515170,20180129
20180129152102,246682,20180129
20180129150358,200693,20180129
20180129101249,296895,20180129
20180128234019,939082,20180128
20180128203730,550496,20180128
20180128192126,135295,20180128
20180128191242,890972,20180128
20180128121619,875395,20180128
20180131161449,629697,20180131
20180131161321,407286,20180131
20180131161254,857571,20180131
20180131161224,865868,20180131
20180131160939,222687,20180131
20180131160906,433989,20180131
20180202062039,340376,20180202
20180202061942,213968,20180202
20180202061916,234596,20180202
20180202114820,990381,20180202
20180202114806,4068,20180202
20180201231734,592673,20180201
20180201231434,633578,20180201
20180201231359,672696,20180201
20180201231322,591076,20180201
20180201231240,517869,20180201
20180201231154,352087,20180201
20180202153153,392681,20180202
20180202153104,356789,20180202
20180202174015,682769,20180202
20180202173838,264799,20180202
20180202181835,8680,20180202
20180202181823,6280,20180202
20180202181758,60769,20180202
20180202181715,193974,20180202
20180202181653,171189,20180202
20180204103824,697588,20180204
20180203093923,405289,20180203
20180203103654,730075,20180203
20180203103621,917785,20180203
20180203103558,747781,20180203
20180203103546,879888,20180203
20180202235041,113994,20180202
20180203124522,970591,20180203
20180203124424,762776,20180203
20180203124410,939987,20180203
20180204001242,552877,20180204
20180203231045,532592,20180203
20180203062459,990380,20180203
20180201081300,223598,20180201
20180202174015,682769,20180202
20180202173838,264799,20180202
20180204160925,686099,20180204
20180203154301,320489,20180203
20180203154240,233585,20180203
20180203154124,707974,20180203
20180203160134,280187,20180203
20180202151932,12398,20180202
20180202151910,389270,20180202
20180203190120,526477,20180203
20180203190042,355186,20180203
20180204194721,425490,20180204
20180205151808,255686,20180205
20180205050137,449884,20180205
20180205182232,934875,20180205
20180205182219,363886,20180205
20180206143144,873690,20180206
20180206143011,494098,20180206
20180206142931,491076,20180206
20180206142918,327282,20180206
20180206163709,707672,20180206
20180206163638,795970,20180206
20180206164221,404993,20180206
20180206164204,103584,20180206
20180205233353,930886,20180205
20180205233340,228782,20180205
20180205233328,965094,20180205
20180205233302,391979,20180205
20180205233249,48790,20180205
20180205233237,276180,20180205
20180208110824,701797,20180208
20180208110802,434687,20180208
20180208105309,395886,20180208
20180208130312,739380,20180208
20180208185235,920594,20180208
20180208185224,439582,20180208
20180208185158,506384,20180208
20180208185145,612076,20180208
20180208185119,475680,20180208
20180209082717,470068,20180209
20180209082651,610278,20180209
20180209082624,768688,20180209
20180209082542,520876,20180209
20180209082506,436073,20180209
20180209081241,570288,20180209
20180208153738,549869,20180208
20180208153723,304986,20180208
20180208224937,297396,20180208
20180209155336,918184,20180209
20180209155303,68169,20180209
20180209155251,129570,20180209
20180209155216,850083,20180209
20180209155204,1188,20180209
20180209155151,8273,20180209
20180209155136,316994,20180209
20180209065502,825799,20180209
20180209065446,629376,20180209
20180209050529,541086,20180209
20180209002228,903778,20180209
20180209001844,68099,20180209
20180209001828,563183,20180209
20180209001800,848770,20180209
20180209001746,813474,20180209
20180209001715,868778,20180209
20180209001404,447393,20180209
20180209001239,679973,20180209
20180209001148,930386,20180209
20180209001124,754479,20180209
20180209001059,822578,20180209
20180209001045,731469,20180209
20180209001031,551798,20180209
20180209001014,807477,20180209
20180209001001,658772,20180209
20180209000948,421193,20180209
20180209000932,723676,20180209
20180209155821,251597,20180209
20180209155743,207990,20180209
20180209155726,901283,20180209
20180209155651,290196,20180209
20180209155634,56588,20180209
20180209155420,977585,20180209
20180209155346,989372,20180209
20180209180111,244682,20180209
20180206003408,326589,20180206
20180206003322,113784,20180206
20180206003246,534771,20180206
20180209163943,500285,20180209
20180209233141,235487,20180209
20180209233124,816883,20180209
20180209233108,408288,20180209
20180209233051,923681,20180209
20180207200222,915979,20180207
20180207194603,715569,20180207
20180210102105,431484,20180210
20180210062850,333691,20180210
20180210062823,161496,20180210
20180209200904,52790,20180209
20180210124629,290493,20180210
20180209195935,720384,20180209
20180209195914,69695,20180209
20180209195842,655878,20180209
20180209195801,340483,20180209
20180209195700,256394,20180209
20180209195641,638777,20180209
20180209195425,453199,20180209
20180209195408,470068,20180209
20180209195349,610477,20180209
20180209182640,547875,20180209
20180209182537,584572,20180209
20180209182515,410899,20180209
20180210163455,377788,20180210
20180210163429,344693,20180210
20180210163416,56982,20180210
20180210163349,490390,20180210
20180207185907,18589,20180207
20180207185320,969490,20180207
20180207185231,106573,20180207
20180209140505,837172,20180209
20180209140454,427694,20180209
20180209140425,275093,20180209
20180209140413,865068,20180209
20180209140402,223695,20180209
20180209140349,930979,20180209
20180211035117,567179,20180211
20180211034930,18988,20180211
20180211034818,604478,20180211
20180210105059,347999,20180210
20180210102509,957383,20180210
20180211110722,946286,20180211
20180211110624,106174,20180211
20180211110607,558998,20180211
20180211014733,424078,20180211
20180125220708,150787,20180125
20180125220638,549292,20180125
20180211202620,668387,20180211
20180211202607,403499,20180211
20180210173834,925669,20180210
20180210173819,70384,20180210
20180212021927,133773,20180212
20180212010233,631592,20180212
20180210235004,87293,20180210
20180209074657,410689,20180209
20180206234821,208876,20180206
20180203220616,27374,20180203
20180211172919,295882,20180211
20180210023210,758979,20180210
20180210021956,778577,20180210
20180210021910,593772,20180210
20180210021854,732774,20180210
20180210012318,340783,20180210
20180210012228,705393,20180210
20180212065031,425786,20180212
20180212180214,346970,20180212
20180212180033,57085,20180212
20180212192836,996486,20180212
20180211183251,471887,20180211
20180211183241,21771,20180211
20180212104314,512286,20180212
20180212104158,694089,20180212
20180212104010,232073,20180212
20180212103923,250169,20180212
20180209174622,264284,20180209
20180209174548,120575,20180209
20180209174514,156487,20180209
20180212190658,962770,20180212
20180212113019,51670,20180212
20180212113146,144687,20180212
20180212112935,837381,20180212
20180212144458,177472,20180212
20180213113342,390182,20180213
20180202113415,802881,20180202
20180201132051,603573,20180201
20180213213306,700785,20180213
20180213171947,109180,20180213
20180213171933,72284,20180213
20180213171920,294578,20180213
20180213171908,199979,20180213
20180213171855,350289,20180213
20180213171843,556493,20180213
20180213171807,506895,20180213
20180213171753,138273,20180213
20180213171740,246870,20180213
20180213171716,180779,20180213
20180213171705,99085,20180213
20180213171631,612298,20180213
20180213171617,888883,20180213
20180213171605,61082,20180213
20180213171553,27684,20180213
20180213171525,46781,20180213
20180213171514,254478,20180213
20180219141947,505485,20180219
20180219141900,588280,20180219
20180217212146,984373,20180217
20180218134009,769886,20180218
20180218133946,685384,20180218
20180218133913,880579,20180218
20180218133858,572787,20180218
20180219085907,726976,20180219
20180219085847,564072,20180219
20180219085833,540181,20180219
20180219085819,716269,20180219
20180218153446,653772,20180218
20180219210549,906697,20180219
20180219210517,387880,20180219
20180219210420,335781,20180219
20180219210402,890889,20180219
20180220022545,649975,20180220
20180220155135,864498,20180220
20180214012630,727469,20180214
20180214012230,713869,20180214
20180214012214,994686,20180214
20180214012200,204589,20180214
20180213210059,429086,20180213
20180217105528,120773,20180217
20180214042858,58068,20180214
20180214042820,366286,20180214
20180214041840,529295,20180214
20180214041807,62574,20180214
20180209161319,324279,20180209
20180209161257,248688,20180209
20180209161233,184885,20180209
20180209161207,46387,20180209
20180209161154,83691,20180209
20180209161142,408196,20180209
20180214102523,296793,20180214
20180214102505,255090,20180214
20180214102452,376772,20180214
20180214102436,450568,20180214
20180214102422,369796,20180214
20180214102409,147583,20180214
20180214155513,329582,20180214
20180214155435,522886,20180214
20180213190334,92782,20180213
20180213190322,251676,20180213
20180213190238,291678,20180213
20180213190226,164568,20180213
20180213190214,241376,20180213
20180213190139,76071,20180213
20180213190127,83272,20180213
20180213164610,771880,20180213
20180213164558,283192,20180213
20180213164533,250195,20180213
20180213164521,867579,20180213
20180213164509,474094,20180213
20180213164454,939177,20180213
20180215000540,667490,20180215
20180215000333,924381,20180215
20180215000320,114978,20180215
20180216074507,557099,20180216
20180216074241,124568,20180216
20180216074225,339487,20180216
20180216025509,260581,20180216
20180216024828,478387,20180216
20180216024735,257175,20180216
20180216022934,651997,20180216
20180217135845,886182,20180217
20180215132544,277072,20180215
20180215125116,31279,20180215
20180215125103,943181,20180215
20180215124956,759383,20180215
20180215124942,48290,20180215
20180215124919,754083,20180215
20180215124906,63476,20180215
20180215124854,958572,20180215
20180215124754,741083,20180215
20180215124740,990068,20180215
20180215174240,296785,20180215
20180215174113,120773,20180215
20180215174040,285585,20180215
20180215174014,479489,20180215
20180215173958,32475,20180215
20180215173938,179470,20180215
20180215173923,278085,20180215
20180216163656,229287,20180216
20180216163548,447999,20180216
20180216163416,499179,20180216
20180216163332,600578,20180216
20180216163254,674992,20180216
20180216163210,446780,20180216
20180216163149,431975,20180216
20180216152626,169677,20180216
20180216152504,59879,20180216
20180215041047,826893,20180215
20180215040913,909396,20180215
20180217143823,376288,20180217
20180217143727,322886,20180217
20180217143650,890998,20180217
20180218144200,249181,20180218
20180218144147,909199,20180218
20180218144134,426369,20180218
20180218144110,242884,20180218
20180218144056,138487,20180218
20180218144040,102591,20180218
20180218144015,400676,20180218
20180221120705,291279,20180221
20180221120655,880184,20180221
20180221120644,920385,20180221
20180221120559,200175,20180221
20180221182735,550768,20180221
20180221182720,582276,20180221
20180221182335,661378,20180221
20180221182254,467974,20180221
20180222002538,498881,20180222
20180222002527,57988,20180222
20180222002414,233789,20180222
20180222002359,644569,20180222
20180222002345,473482,20180222
20180214022228,948878,20180214
20180214022210,500598,20180214
20180214021733,764771,20180214
20180214021156,449897,20180214
20180215170443,763596,20180215
20180215170431,11684,20180215
20180215170418,128488,20180215
20180215170406,993677,20180215
20180215170354,665599,20180215
20180215170342,760297,20180215
20180215170329,829975,20180215
20180215170318,757698,20180215
20180215170306,4084,20180215
20180215170253,916487,20180215
20180215170240,980570,20180215
20180215170227,817082,20180215
20180215170209,906569,20180215
20180215170156,838694,20180215
20180215170141,840991,20180215
20180215170113,904687,20180215
20180215170102,885268,20180215
20180215170049,896569,20180215
20180215170036,916474,20180215
20180215170024,813475,20180215
20180215170011,742896,20180215
20180215165958,829771,20180215
20180215165946,886473,20180215
20180215165934,614383,20180215
20180215165921,889287,20180215
20180215165909,820272,20180215
20180215165855,637699,20180215
20180215165843,791882,20180215
20180215165828,902074,20180215
20180215165816,815872,20180215
20180215165805,878773,20180215
20180215165753,786481,20180215
20180215165727,731597,20180215
20180215165715,965578,20180215
20180215165702,729597,20180215
20180215165647,651493,20180215
20180215165634,19586,20180215
20180215165621,801772,20180215
20180215165556,616499,20180215
20180215165543,850568,20180215
20180215165531,952578,20180215
20180215165515,806394,20180215
20180215165450,64688,20180215
20180215165434,583783,20180215
20180215165421,764181,20180215
20180215165346,774175,20180215
20180215165304,896376,20180215
20180217122817,180175,20180217
20180217233348,742499,20180217
20180217233242,562968,20180217
20180221004705,252870,20180221
20180221004641,168768,20180221
20180221004619,26982,20180221
20180221004555,911883,20180221
20180221004532,41272,20180221
20180220220335,579987,20180220
20180211222225,161669,20180211
20180221195856,250969,20180221
20180222064457,418575,20180222
20180222064442,896886,20180222
20180222064425,574377,20180222
20180222064401,349692,20180222
20180220151243,321283,20180220
20180220151106,583979,20180220
20180220145856,346781,20180220
20180220145609,378175,20180220
20180220145602,440073,20180220
20180220145340,462988,20180220
20180220145326,286182,20180220
20180222151040,940185,20180222
20180222150924,663981,20180222
20180222150303,447383,20180222
20180222150221,697171,20180222
20180222150159,721068,20180222
20180222182612,678075,20180222
20180222182522,610772,20180222
20180222195039,729996,20180222
20180222195026,685194,20180222
20180222195010,444769,20180222
20180222212503,120793,20180222
20180222194830,166189,20180222
20180222194819,687398,20180222
20180222194746,476976,20180222
20180222194733,498370,20180222
20180222194714,390971,20180222
20180222210747,220078,20180222
20180222210732,107079,20180222
20180219181327,324787,20180219
20180219180825,448586,20180219
20180223165202,190378,20180223
20180223165054,31169,20180223
20180223165006,75293,20180223
20180223164929,844882,20180223
20180223164908,108577,20180223
20180223164848,935373,20180223
20180223164832,484586,20180223
20180223164814,23495,20180223
20180223115842,107886,20180223
20180223115811,63285,20180223
20180223115757,831797,20180223
20180223115741,829697,20180223
20180223115644,868787,20180223
20180222212152,987389,20180222
20180223132508,228799,20180223
20180223120000,121570,20180223
20180223114558,565783,20180223
20180223023842,163988,20180223
20180223130051,884878,20180223
20180223130028,857785,20180223
20180224235222,287281,20180224
20180224132834,584568,20180224
20180224132822,517773,20180224
20180224132805,800090,20180224
20180224132749,577076,20180224
20180224132725,34992,20180224
20180224132634,664778,20180224
20180224132616,491973,20180224
20180224155411,359977,20180224
20180224155358,444095,20180224
20180224155347,805589,20180224
20180224155336,262169,20180224
20180224155326,961583,20180224
20180224155312,629194,20180224
20180224155301,297368,20180224
20180224155249,619586,20180224
20180224155238,640996,20180224
20180224155227,335370,20180224
20180224155216,431295,20180224
20180224155203,946483,20180224
20180224155152,611198,20180224
20180224155141,326691,20180224
20180224155128,775989,20180224
20180224155116,166080,20180224
20180224155106,558084,20180224
20180224155055,78272,20180224
20180224155043,679990,20180224
20180224155031,316770,20180224
20180224155020,315777,20180224
20180224154954,669690,20180224
20180224154944,755489,20180224
20180224154933,301191,20180224
20180224154922,540784,20180224
20180224154911,194873,20180224
20180224154859,84781,20180224
20180224154824,236476,20180224
20180224154813,136980,20180224
20180224154801,582885,20180224
20180202211504,519480,20180202
20180224210159,920991,20180224
20180224210100,184386,20180224
20180224205953,162688,20180224
20180224191429,891987,20180224
20180224191333,560577,20180224
20180224191234,95199,20180224
20180225084101,21089,20180225
20180224084603,986880,20180224
20180224225612,344678,20180224
20180224225602,188671,20180224
20180224225551,606797,20180224
20180224225528,914484,20180224
20180224225516,225676,20180224
20180224225506,689196,20180224
20180224225456,911784,20180224
20180224225445,27890,20180224
20180224225434,601797,20180224
20180224225423,180771,20180224
20180224225412,665191,20180224
20180225164933,164185,20180225
20180225164852,613578,20180225
20180225164842,278972,20180225
20180225164833,870791,20180225
20180225164819,607278,20180225
20180225164809,146085,20180225
20180225164758,460868,20180225
20180225181020,148286,20180225
20180225181006,502695,20180225
20180225110622,237375,20180225
20180224012529,181897,20180224
20180224012506,904770,20180224
20180224012451,768590,20180224
20180224012439,868679,20180224
20180224012428,61095,20180224
20180224012417,692181,20180224
20180224012355,690781,20180224
20180224012345,866479,20180224
20180224012333,648284,20180224
20180224012318,870976,20180224
20180224012255,337999,20180224
20180224012242,337099,20180224
20180224012230,488687,20180224
20180224012214,726986,20180224
20180224012139,225498,20180224
20180224012127,721075,20180224
20180224012116,864976,20180224
20180224012103,912877,20180224
20180224012048,239896,20180224
20180224012036,519683,20180224
20180224011955,50595,20180224
20180224011939,859576,20180224
20180224011917,715375,20180224
20180224011905,851979,20180224
20180224011852,233596,20180224
20180224011826,809669,20180224
20180224011811,808969,20180224
20180224011733,710386,20180224
20180224011720,396191,20180224
20180224011703,956478,20180224
20180224011610,803069,20180224
20180224011558,392291,20180224
20180224100835,576296,20180224
20180224235646,59899,20180224
20180224235617,474579,20180224
20180225235201,833982,20180225
20180225235141,85388,20180225
20180226064145,359177,20180226
20180226064109,165787,20180226
20180226064054,405385,20180226
20180226064040,216371,20180226
20180226064025,224274,20180226
20180224130651,120096,20180224
20180224130614,90994,20180224
20180224130549,371684,20180224
20180224130525,77798,20180224
20180224130501,349577,20180224
20180224130126,342778,20180224
20180224130034,52681,20180224
20180224130005,995882,20180224
20180224125945,24894,20180224
20180224125917,315278,20180224
20180224125844,204476,20180224
20180225164547,117385,20180225
20180226152632,764070,20180226
20180226152618,582374,20180226
20180226152605,644373,20180226
20180226152550,678568,20180226
20180226152536,122492,20180226
20180226152522,708177,20180226
20180226152508,679784,20180226
20180226152453,653569,20180226
20180226152440,688379,20180226
20180226152426,278097,20180226
20180226152411,683179,20180226
20180226152357,692177,20180226
20180226152307,684686,20180226
20180226152252,557671,20180226
20180226152239,546080,20180226
20180226152207,594873,20180226
20180227044813,236183,20180227
20180227044756,721392,20180227
20180227043536,685670,20180227
